0	a
1	á
2	à
3	ả
4	ã
5	ạ
6	ă
7	a
8	á
9	à
10	ả
11	ã
12	ạ
13	ă
14	ắ
15	ằ
16	ẳ
17	ẵ
18	ặ
19	â
20	ấ
21	ầ
22	ẩ
23	ẫ
24	ậ
25	b
26	c
27	d
28	đ
29	e
30	é
31	è
32	ẻ
33	ẽ
34	ẹ
35	ê
36	ế
37	ề
38	ể
39	ễ
40	ệ
41	f
42	g
43	h
44	i
45	í
46	ì
47	ỉ
48	ĩ
49	ị
50	j
51	k
52	l
53	m
54	n
55	o
56	ó
57	ò
58	ỏ
59	õ
60	ọ
61	ô
62	ố
63	ồ
64	ổ
65	ỗ
66	ộ
67	ơ
68	ớ
69	ờ
70	ở
71	ỡ
72	ợ
73	p
74	q
75	r
76	s
77	t
78	u
79	ú
80	ù
81	ủ
82	ũ
83	ụ
84	ư
85	ứ
86	ừ
87	ử
88	ữ
89	ự
90	v
91	w
92	x
93	y
94	ý
95	ỳ
96	ỷ
97	ỹ
98	ỵ
99	z
